0.496714153,3.643010539,-1.777334429,2.168611328,-3.606273723,1,1.022432833,-0.423305847
-0.138264301,4.389001074,1.943070423,9.25614584,-3.104905848,2,-0.470913319,-1.642119305
0.647688538,3.805237878,1.200073926,5.148297816,-2.347671686,2,0.712062116,0.245525261
1.523029856,5.220836094,1.475236287,4.810998812,-2.746615464,1,0.526281065,1.663682723
-0.234153375,7.394357063,0.777177113,9.961040886,-3.619580959,2,1.777676086,0.183193816
-0.234136957,3.457915686,-1.255799869,3.839299884,-2.432294969,1,1.422791607,-0.559997288
1.579212816,7.001640996,-1.87588623,8.541253149,-2.830022774,2,2.741573213,1.366611496
0.767434729,3.436655855,1.458626431,8.623440603,-3.208100118,2,-1.019235141,0.137792545
-0.469474386,3.304745575,-0.414677385,2.326702104,-3.771004628,2,1.613824395,-1.34800404
0.542560044,6.637189237,-0.944540496,0.948396924,-2.782624735,1,0.380794459,-1.398155624
-0.463417693,6.843872756,0.246691835,9.756201157,-3.081713901,2,0.962789534,-0.458081426
-0.465729754,6.702819874,-0.31640591,4.258968641,-2.921845326,1,2.003308685,1.569799722
0.241962272,2.368405184,0.606663983,0.02220322,-3.79260068,2,0.790340675,-0.805378034
-1.913280245,4.068098044,-0.064827068,4.990178338,-3.209328529,0,4.229018504,-1.750870985
-1.724917833,6.645977184,0.788932562,6.193003637,-2.759847689,0,0.639555319,-0.308406672
-0.562287529,5.083083681,1.413693078,7.760882474,-2.061767694,1,0.581449088,-1.171699896
-1.01283112,2.852614308,-1.217771956,9.429421182,-3.102640811,0,-0.768466049,-0.487638636
0.314247333,5.916635878,-0.682268478,9.151706289,-2.27835047,0,1.387145037,-0.574432744
-0.908024076,3.570385482,-0.252737654,9.401358201,-2.60632579,2,1.071143935,-1.761698955
-1.412303701,8.589049697,1.848233792,0.321251483,-2.883107517,2,-0.452547789,-1.845641942
1.465648769,8.089682925,-0.538665546,7.117741338,-3.506170892,2,0.57571065,0.901371943
-0.2257763,6.208194853,-0.475600602,2.258579628,-3.485239272,1,1.671712195,1.33216793
0.067528205,7.72201341,0.613890092,1.875526872,-2.691229565,2,-0.192223095,-0.094896534
-1.424748186,5.1295827,-0.32320116,8.003185686,-3.263247787,2,0.231325087,-0.132788158
-0.544382725,6.530874989,1.804894983,4.171296892,-3.307681359,1,1.206893672,-1.000697642
0.11092259,7.955440591,1.577875042,9.166000758,-3.09030517,2,1.578555417,0.053021477
-1.150993577,5.490997364,0.053635111,0.424350908,-3.081915415,0,2.321649985,-1.75891826
0.375698018,4.489625657,0.579100936,8.021808295,-2.549616012,2,4.254910418,0.029925652
-0.60063869,1.590756084,-1.767877752,1.368344113,-3.252748849,1,0.793432853,-0.773735374
-0.29169375,4.833732949,0.782922112,1.765772016,-2.599379982,1,-0.849413881,0.769113328
-0.601706612,6.646846369,0.828803492,4.773517155,-2.780147433,0,-0.698328899,-0.577316426
1.852278185,6.891266855,-0.563202817,3.955899409,-3.836997994,2,4.113012192,1.056043914
-0.013497225,6.008730131,-1.121268465,4.861723061,-2.852746169,0,0.829614062,0.944027512
-1.057710929,3.91740181,1.660313607,9.40026522,-4.333879217,2,2.666860917,-0.099263711
0.822544912,1.046356862,-0.293180397,6.573889356,-3.447611631,1,1.790525324,1.060021974
-1.22084365,4.009569804,0.614824419,2.903093818,-2.768461577,1,-0.362267503,-1.879716553
0.208863595,4.391310258,-1.86668482,1.729087123,-3.00532155,0,0.25662727,1.150153491
-1.959670124,4.374142066,-0.343731334,4.200462751,-3.883946053,1,3.283825607,-0.014786481
-1.328186049,6.237112714,1.269035244,4.516410273,-3.559580883,1,0.33948572,-0.003760084
0.196861236,8.971352822,-0.449695998,6.012944099,-4.304456557,2,1.388817796,0.670025478
0.73846658,5.247058404,0.412644641,2.660027035,-3.671281629,0,1.01729422,0.79103768
0.171368281,4.566536422,-1.160576798,7.675092471,-2.710468325,0,-1.280334795,1.315672169
-0.115648282,4.481556374,-0.333897405,0.984602455,-3.278716469,2,3.148564765,-0.053500892
-0.301103696,5.248769534,1.710550872,5.604533636,-2.915027229,2,-0.37164595,0.612853523
-1.47852199,3.343412479,0.265806999,6.235316532,-2.993177809,0,1.008921015,-0.28152674
-0.719844208,5.240397117,1.607725836,2.068315811,-2.983708465,1,0.046134309,-0.0975289
-0.460638771,5.901624673,1.608077198,8.260113505,-2.488433788,0,2.012387146,0.572470066
1.057122226,5.419372127,1.776591202,6.154321252,-3.101455321,2,1.145517162,0.724539893
0.34361829,5.915083868,1.58156664,6.457222146,-2.544665813,0,2.473035971,0.951261732
-1.763040155,5.867495219,-1.986875484,4.977435058,-4.238671696,1,3.213693574,-0.396549319
0.324083969,1.456206636,1.736059566,9.095942172,-2.444287022,0,2.100101674,0.023502137
-0.38508228,6.273740317,-1.450162244,6.939275815,-3.645039046,0,1.522036886,0.199432329
-0.676922,3.657970309,-1.840294996,3.818355649,-3.536469862,1,0.378549152,-1.649175943
0.611676289,2.808321674,-1.778445862,2.386058878,-3.352308745,1,0.547657089,0.884610492
1.030999522,2.791096344,-0.604335219,0.710616748,-2.45807239,1,1.86766391,-1.422667623
0.931280119,5.867083221,0.483216341,1.653608372,-3.444649925,1,1.023761537,1.615926033
